"Date","SG-Std.","SG-AQR","SG-Armor","SwanGuard","Momentum","Sentiment","DeathX","DoubleX","Delta","McClellan"
"04/28/2016",".98",".98",".10","7.6","-1.93",".68",".24",".17","70.45","15.94"
"04/29/2016",".99",".99",".10","9.0","-1.90",".71",".29",".18","69.09","-26.41"
"05/02/2016","1.01","1.01",".10","9.2","-1.86",".74",".35",".19","68.37","-1.48"
"05/03/2016","1.02","1.02",".10","10.1","-1.83",".76",".39",".20","66.91","-95.19"
"05/04/2016","1.03","1.03",".11","10.8","-1.81",".78",".44",".20","65.10","-130.07"
"05/05/2016","1.03","1.03",".11","11.7","-1.78",".80",".48",".21","63.38","-136.39"
"05/06/2016","1.04","1.04",".11","11.0","-1.75",".81",".52",".21","62.07","-89.55"
"05/09/2016","1.05","1.05",".11","10.3","-1.73",".82",".56",".22","60.92","-102.70"
"05/10/2016","1.06","1.06",".11","8.8","-1.69",".83",".61",".23","60.76","-23.21"
"05/11/2016","1.07","1.07",".11","9.1","-1.66",".84",".64",".23","59.85","-75.99"
"05/12/2016","1.08","1.08",".11","8.9","-1.64",".85",".67",".24","58.93","-86.01"
"05/13/2016","1.08","1.08",".11","10.0","-1.62",".85",".69",".24","57.47","-138.48"
"05/16/2016","1.09","1.09",".11","9.6","-1.59",".85",".71",".25","56.89","-53.62"
"05/17/2016","1.09","1.09",".11","10.5","-1.57",".85",".73",".25","55.63","-101.41"
"05/18/2016","1.08","1.08",".11","10.9","-1.55",".85",".76",".25","54.52","-147.95"
"05/19/2016","1.08","1.08",".11","12.1","-1.53",".85",".78",".25","53.20","-201.10"
"05/20/2016","1.08","1.08",".11","11.8","-1.51",".84",".80",".25","52.58","-92.34"
"05/23/2016","1.08","1.08",".11","12.0","-1.49",".84",".81",".25","51.85","-91.65"
"05/24/2016","1.09","1.09",".11","10.6","-1.46",".84",".83",".26","52.25","-9.13"
"05/25/2016","1.11","1.11",".11","9.6","-1.43",".84",".86",".27","53.09","35.55"
"05/26/2016","1.12","1.12",".11","8.4","-1.39",".85",".88",".28","53.75","26.36"
"05/27/2016","1.14","1.14",".11","7.4","-1.36",".85",".89",".29","54.65","63.96"
"05/31/2016","1.16","1.16",".11","7.7","-1.32",".85",".91",".30","55.38","54.56"
"06/01/2016","1.17","1.17",".11","8.2","-1.29",".86",".92",".31","56.11","83.67"
"06/02/2016","1.19","1.19",".11","8.4","-1.25",".87",".94",".33","56.97","105.35"
"06/03/2016","1.21","1.21",".11","8.3","-1.22",".87",".96",".34","57.42","90.79"
"06/06/2016","1.22","1.22",".11","7.8","-1.19",".88",".98",".35","58.18","123.91"
"06/07/2016","1.24","1.24",".11","8.1","-1.15",".89","1.00",".36","58.89","130.43"
"06/08/2016","1.26","1.26",".11","8.4","-1.12",".90","1.01",".38","59.73","149.83"
"06/09/2016","1.28","1.28",".11","9.2","-1.08",".91","1.00",".39","60.23","77.44"
"06/10/2016","1.29","1.29",".11","11.5","-1.06",".91","1.00",".39","59.82","-40.18"
"06/13/2016","1.29","1.29",".11","16.1","-1.04",".92",".99",".40","58.81","-124.96"
"06/14/2016","1.29","1.29",".11","17.1","-1.02",".92",".98",".40","57.71","-167.16"
"06/15/2016","1.28","1.28",".11","17.8","-1.00",".92",".99",".40","56.62","-123.34"
"06/16/2016","1.28","1.28",".11","18.1","-.98",".92",".98",".40","55.81","-121.71"
"06/17/2016","1.28","1.28",".11","18.2","-.97",".92",".98",".40","54.83","-83.48"
"06/20/2016","1.28","1.28",".11","17.8","-.96",".92",".98",".41","54.44","-2.89"
"06/21/2016","1.28","1.28",".11","17.6","-.94",".92",".98",".41","54.20","5.04"
"06/22/2016","1.29","1.29",".11","18.3","-.92",".92",".97",".41","53.80","-32.44"
"06/23/2016","1.30","1.30",".11","17.4","-.90",".92",".97",".42","54.47","59.48"
"06/24/2016","1.28","1.28",".05","20.0","-1.02",".92",".95",".41","52.30","-63.01"
"06/27/2016","1.24","1.24",".05","20.0","-1.17",".90",".92",".40","48.88","-158.19"
"06/28/2016","1.23","1.23",".05","20.0","-1.29",".89",".90",".39","47.23","-40.75"
"06/29/2016","1.22","1.22",".05","18.9","-1.39",".88",".88",".39","47.11","60.93"
"06/30/2016","1.23","1.23",".05","17.0","-1.47",".87",".87",".40","48.02","128.24"
"07/01/2016","1.24","1.24",".05","14.4","-1.54",".86",".86",".40","48.99","139.36"
"07/05/2016","1.25","1.25",".05","13.7","-1.61",".86",".85",".41","49.24","37.16"
"07/06/2016","1.25","1.25",".05","12.6","-1.68",".85",".84",".41","49.86","61.79"
"07/07/2016","1.26","1.26",".05","12.1","-1.75",".85",".84",".42","50.37","52.53"
"07/08/2016","1.28","1.28",".05","10.0","-1.79",".85",".83",".43","51.97","145.89"
"07/11/2016","1.30","1.30",".05","8.6","-1.84",".85",".83",".45","53.65","166.20"
"07/12/2016","1.33","1.33",".05","7.3","-1.87",".85",".84",".46","55.63","188.89"
"07/13/2016","1.35","1.35",".05","7.1","-1.91",".86",".85",".48","57.29","136.24"
"07/14/2016","1.38","1.38",".05","6.1","-1.93",".86",".86",".50","59.02","120.98"
"07/15/2016","1.41","1.41",".05","5.3","-1.96",".87",".87",".51","60.42","99.64"
"07/18/2016","1.43","1.43",".05","4.8","-1.98",".88",".89",".53","61.74","108.55"
"07/19/2016","1.46","1.46",".05","4.4","-2.01",".89",".90",".55","62.69","51.95"
"07/20/2016","1.48","1.48",".05","3.6","-2.02",".89",".92",".57","63.79","76.83"
"07/21/2016","1.50","1.50",".05","4.0","-2.04",".90",".93",".58","64.39","24.36"
"07/22/2016","1.53","1.53",".05","3.9","-2.06",".91",".95",".60","65.20","51.21"
"07/25/2016","1.55","1.55",".05","4.6","-2.07",".92",".97",".61","65.59","-13.22"
"07/26/2016","1.57","1.57",".05","4.9","-2.09",".93",".99",".63","65.93","2.88"
"07/27/2016","1.59","1.59",".05","5.7","-2.10",".94","1.01",".64","66.03","-27.07"
"07/28/2016","1.60","1.60",".05","5.6","-2.11",".95","1.04",".65","66.16","-35.59"
"07/29/2016","1.62","1.62",".05","5.1","-2.12",".96","1.07",".67","66.32","-10.88"
"08/01/2016","1.64","1.64",".05","4.8","-2.13",".97","1.09",".68","66.27","-55.11"
"08/02/2016","1.65","1.65",".05","5.3","-2.14",".97","1.11",".69","65.57","-145.53"
"08/03/2016","1.66","1.66",".05","5.8","-2.15",".98","1.14",".70","65.19","-89.61"
"08/04/2016","1.67","1.67",".05","6.0","-2.15",".99","1.16",".71","64.80","-73.06"
"08/05/2016","1.69","1.69",".05","4.5","-2.15",".99","1.17",".72","65.02","-13.54"
"08/08/2016","1.70","1.70",".05","3.9","-2.15","1.00","1.19",".73","65.08","-7.68"
"08/09/2016","1.72","1.72",".05","3.7","-2.15","1.00","1.20",".74","65.08","-11.92"
"08/10/2016","1.73","1.73",".05","4.2","-2.15","1.01","1.22",".75","64.77","-42.82"
"08/11/2016","1.74","1.74",".05","4.0","-2.14","1.02","1.24",".77","64.77","-15.04"
"08/12/2016","1.75","1.75",".05","4.2","-2.14","1.02","1.25",".78","64.63","-34.60"
"08/15/2016","1.77","1.77",".05","3.9","-2.13","1.03","1.27",".79","64.70","-1.79"
"08/16/2016","1.78","1.78",".05","4.7","-2.12","1.03","1.29",".80","64.24","-74.46"
"08/17/2016","1.78","1.78",".05","5.2","-2.11","1.04","1.30",".81","63.85","-71.78"
"08/18/2016","1.79","1.79",".05","4.9","-2.11","1.05","1.31",".82","63.64","-14.92"
"08/19/2016","1.80","1.80",".05","4.2","-2.10","1.05","1.33",".82","63.29","-56.64"
"08/22/2016","1.81","1.81",".05","4.6","-2.09","1.06","1.35",".83","62.89","-61.67"
"08/23/2016","1.82","1.82",".05","5.2","-2.08","1.06","1.38",".84","62.66","-15.25"
"08/24/2016","1.82","1.82",".05","6.6","-2.07","1.07","1.40",".84","61.95","-86.67"
"08/25/2016","1.82","1.82",".05","7.5","-2.06","1.08","1.42",".85","61.20","-71.25"
"08/26/2016","1.82","1.82",".05","8.3","-2.05","1.08","1.45",".85","60.34","-105.06"
"08/29/2016","1.82","1.82",".05","8.3","-2.05","1.09","1.47",".86","59.93","-35.16"
"08/30/2016","1.82","1.82",".05","8.1","-2.04","1.09","1.49",".86","59.39","-47.96"
"08/31/2016","1.82","1.82",".05","8.3","-2.03","1.10","1.50",".86","58.68","-89.26"
"09/01/2016","1.81","1.81",".05","8.7","-2.02","1.10","1.52",".87","58.02","-96.13"
"09/02/2016","1.81","1.81",".05","7.7","-2.01","1.10","1.53",".87","57.76","-3.44"
"09/06/2016","1.82","1.82",".05","7.0","-1.99","1.11","1.57",".88","57.68","12.28"
"09/07/2016","1.82","1.82",".05","6.2","-1.98","1.11","1.61",".88","57.63","34.89"
"09/08/2016","1.82","1.82",".05","6.3","-1.97","1.12","1.65",".88","57.35","3.97"
"09/09/2016","1.80","1.80",".05","10.1","-1.98","1.12","1.67",".88","55.18","-142.07"
"09/12/2016","1.79","1.79",".05","11.6","-1.98","1.12","1.68",".87","54.30","-65.90"
"09/13/2016","1.76","1.76",".05","15.0","-2.00","1.12","1.68",".86","52.37","-184.61"
"09/14/2016","1.74","1.74",".05","16.1","-2.01","1.12","1.69",".86","50.61","-173.15"
"09/15/2016","1.73","1.73",".05","16.5","-2.02","1.11","1.70",".85","49.83","-82.27"
"09/16/2016","1.71","1.71",".05","15.6","-2.03","1.11","1.71",".85","48.86","-121.28"
"09/19/2016","1.69","1.69",".05","14.3","-2.04","1.11","1.71",".84","48.07","-58.16"
"09/20/2016","1.68","1.68",".05","14.3","-2.06","1.10","1.70",".83","47.35","-74.44"
"09/21/2016","1.67","1.67",".05","12.7","-2.06","1.10","1.70",".83","47.53","37.45"
"09/22/2016","1.67","1.67",".05","10.4","-2.05","1.10","1.70",".84","48.25","121.65"
"09/23/2016","1.66","1.66",".05","8.4","-2.05","1.10","1.69",".84","48.42","41.88"
"09/26/2016","1.65","1.65",".05","9.3","-2.05","1.10","1.68",".83","47.94","-39.04"
"09/27/2016","1.64","1.64",".05","9.5","-2.04","1.10","1.67",".83","47.94","-15.43"
"09/28/2016","1.64","1.64",".05","9.1","-2.03","1.10","1.66",".83","48.37","54.78"
"09/29/2016","1.63","1.63",".05","9.1","-2.03","1.10","1.64",".83","48.00","-48.59"
"09/30/2016","1.62","1.62","-2.01","8.8","-2.02","1.09","1.63",".83","48.27","12.06"
"10/03/2016","1.61","1.61","-2.01","9.3","-2.01","1.09","1.62",".82","48.24","-21.51"
"10/04/2016","1.60","1.60","-2.01","9.1","-2.01","1.09","1.61",".82","47.84","-93.44"
"10/05/2016","1.59","1.59","-2.01","8.6","-2.00","1.09","1.59",".82","47.83","-54.88"
"10/06/2016","1.58","1.58","-2.01","8.1","-1.99","1.09","1.58",".82","47.80","-70.63"
"10/07/2016","1.57","1.57","-2.01","8.2","-1.98","1.08","1.56",".81","47.49","-125.85"
"10/10/2016","1.57","1.57","-2.00","8.2","-1.97","1.08","1.55",".81","47.59","-48.69"
"10/11/2016","1.55","1.55","-2.00","10.1","-1.96","1.08","1.54",".80","46.70","-158.51"
"10/12/2016","1.53","1.53","-2.00","11.7","-1.96","1.07","1.52",".80","46.00","-135.45"
"10/13/2016","1.51","1.51","-2.00","13.9","-1.96","1.06","1.51",".79","45.12","-169.91"
"10/14/2016","1.49","1.49","-2.00","14.2","-1.96","1.05","1.49",".78","44.33","-148.17"
"10/17/2016","1.47","1.47","-1.99","14.8","-1.95","1.04","1.47",".77","43.44","-158.91"
"10/18/2016","1.46","1.46","-1.99","14.1","-1.95","1.03","1.45",".76","43.13","-59.74"
"10/19/2016","1.44","1.44","-1.99","13.1","-1.94","1.02","1.43",".76","43.07","7.09"
"10/20/2016","1.43","1.43","-1.99","11.7","-1.93","1.01","1.40",".75","42.90","-19.52"
"10/21/2016","1.41","1.41","-1.98","10.5","-1.93","1.00","1.37",".75","42.75","-15.40"
"10/24/2016","1.40","1.40","-1.98","9.4","-1.91",".99","1.35",".74","42.99","13.92"
"10/25/2016","1.39","1.39","-1.97","9.2","-1.90",".98","1.31",".74","42.87","-21.62"
"10/26/2016","1.38","1.38","-1.97","9.6","-1.90",".97","1.29",".73","42.58","-61.99"
"10/27/2016","1.36","1.36","-1.96","10.8","-1.89",".95","1.25",".72","42.03","-122.02"
"10/28/2016","1.34","1.34","-1.95","12.5","-1.89",".94","1.22",".71","41.37","-134.71"
"10/31/2016","1.32","1.32","-1.94","14.4","-1.88",".91","1.18",".71","40.85","-112.75"
"11/01/2016","1.30","1.30","-1.94","16.7","-1.89",".88","1.14",".69","39.88","-172.56"
"11/02/2016","1.27","1.27","-1.94","17.9","-1.89",".85","1.09",".68","38.51","-225.14"
"11/03/2016","1.24","1.24","-1.94","19.0","-1.91",".81","1.05",".66","37.04","-220.31"
"11/04/2016","1.20","1.20","-1.94","20.0","-1.92",".77","1.01",".65","35.75","-180.80"
"11/07/2016","1.19","1.19","-1.94","19.4","-1.91",".74",".98",".64","36.31","-54.60"
"11/08/2016","1.18","1.18","-1.94","19.1","-1.89",".70",".95",".64","37.13","-20.48"
"11/09/2016","1.18","1.18","-1.94","16.8","-1.86",".66",".92",".64","38.85","2.21"
"11/10/2016","1.19","1.19","-1.94","14.1","-1.82",".63",".90",".64","40.59","-4.59"
"11/11/2016","1.19","1.19","-1.93","11.4","-1.78",".59",".88",".64","42.21","13.21"
"11/14/2016","1.19","1.19","-1.93","11.0","-1.74",".54",".86",".64","43.80","21.53"
"11/15/2016","1.19","1.19","-1.92","9.8","-1.70",".51",".83",".65","45.72","88.96"
"11/16/2016","1.20","1.20","-1.72","9.5","-1.66",".48",".81",".65","47.31","86.88"
"11/17/2016","1.21","1.21","-1.52","8.4","-1.61",".45",".79",".66","49.06","85.12"
"11/18/2016","1.21","1.21","-1.32","7.8","-1.57",".43",".78",".66","50.45","67.71"
"11/21/2016","1.23","1.23","-1.12","6.8","-1.52",".42",".77",".67","52.17","135.45"
"11/22/2016","1.24","1.24","-.92","6.1","-1.47",".41",".76",".68","53.86","178.85"
"11/23/2016","1.25","1.25","-.72","5.7","-1.43",".40",".76",".68","55.41","156.03"
"11/25/2016","1.27","1.27","-.52","5.5","-1.38",".40",".75",".69","57.00","177.56"
"11/28/2016","1.28","1.28","-.32","6.3","-1.34",".40",".74",".70","57.87","103.65"
"11/29/2016","1.29","1.29","-.12","6.5","-1.30",".40",".74",".71","58.67","83.43"
"11/30/2016","1.30","1.30",".08","6.9","-1.26",".41",".73",".71","59.13","37.91"
"12/01/2016","1.30","1.30",".08","7.5","-1.23",".41",".72",".72","59.17","-5.06"
"12/02/2016","1.30","1.30",".08","8.5","-1.20",".41",".70",".72","59.17","9.33"
"12/05/2016","1.31","1.31",".08","7.6","-1.16",".41",".70",".73","59.64","70.71"
"12/06/2016","1.32","1.32",".08","6.3","-1.13",".42",".69",".73","60.33","119.53"
"12/07/2016","1.35","1.35",".08","5.3","-1.08",".42",".69",".75","61.81","178.31"
"12/08/2016","1.37","1.37",".08","5.3","-1.02",".43",".69",".76","63.30","184.80"
"12/09/2016","1.39","1.39",".08","4.9","-.97",".45",".70",".78","64.88","151.95"
"12/12/2016","1.42","1.42",".08","5.3","-.92",".46",".70",".79","65.98","83.16"
"12/13/2016","1.45","1.45",".08","5.5","-.86",".47",".72",".81","67.28","93.97"
"12/14/2016","1.47","1.47",".08","6.4","-.81",".48",".73",".82","67.67","-15.95"
"12/15/2016","1.49","1.49",".07","6.6","-.76",".48",".74",".84","68.21","-1.19"
"12/16/2016","1.51","1.51",".07","6.4","-.72",".49",".75",".85","68.46","12.50"
"12/19/2016","1.53","1.53",".07","5.8","-.68",".50",".76",".86","68.75","40.76"
"12/20/2016","1.55","1.55",".07","4.9","-.63",".50",".77",".88","69.22","71.65"
"12/21/2016","1.57","1.57",".06","4.5","-.59",".51",".79",".89","69.31","45.61"
"12/22/2016","1.58","1.58",".06","4.4","-.55",".52",".80",".90","69.07","7.61"
"12/23/2016","1.60","1.60",".06","4.3","-.51",".54",".82",".91","68.90","27.36"
"12/27/2016","1.62","1.62",".06","4.7","-.48",".55",".84",".92","68.83","51.64"
"12/28/2016","1.62","1.62",".05","6.0","-.44",".56",".86",".93","68.02","-31.91"
"12/29/2016","1.63","1.63",".05","7.3","-.41",".57",".88",".94","67.22","-6.13"
"12/30/2016","1.63","1.63",".05","8.8","-.39",".58",".89",".94","66.09","-26.67"
"01/03/2017","1.64","1.64",".05","8.6","-.35",".60",".91",".95","65.63","47.20"
"01/04/2017","1.66","1.66",".05","7.7","-.31",".61",".93",".96","65.72","137.68"
"01/05/2017","1.67","1.67",".05","6.8","-.28",".63",".95",".97","65.55","94.19"
"01/06/2017","1.68","1.68",".05","5.6","-.24",".65",".97",".98","65.54","64.33"
"01/09/2017","1.69","1.69",".05","5.6","-.20",".66",".99",".98","65.15","3.69"
"01/10/2017","1.70","1.70",".05","5.4","-.17",".68","1.02",".99","64.81","36.94"
"01/11/2017","1.71","1.71",".05","5.3","-.14",".70","1.04","1.00","64.63","79.25"
"01/12/2017","1.72","1.72",".05","5.2","-.11",".71","1.07","1.01","64.19","28.78"
"01/13/2017","1.73","1.73",".05","4.9","-.08",".73","1.10","1.01","63.91","52.84"
"01/17/2017","1.74","1.74",".05","5.5","-.05",".75","1.14","1.02","63.26","20.42"
"01/18/2017","1.74","1.74",".05","5.9","-.02",".77","1.18","1.03","62.79","19.51"
"01/19/2017","1.74","1.74",".05","6.8",".00",".78","1.21","1.03","62.00","-65.93"
"01/20/2017","1.75","1.75",".05","6.5",".03",".80","1.24","1.03","61.48","-23.82"
"01/23/2017","1.75","1.75",".06","6.4",".05",".81","1.26","1.04","60.77","-16.26"
"01/24/2017","1.76","1.76",".07","5.2",".08",".82","1.28","1.04","60.65","48.17"
"01/25/2017","1.77","1.77",".10","4.4",".11",".84","1.29","1.05","61.08","74.58"
"01/26/2017","1.78","1.78",".14","3.9",".14",".85","1.32","1.06","61.29","47.92"
"01/27/2017","1.79","1.79",".19","3.7",".17",".87","1.34","1.07","61.30","9.94"
"01/30/2017","1.80","1.80",".27","4.4",".19",".88","1.35","1.08","60.74","-61.21"
"01/31/2017","1.80","1.80",".38","5.5",".22",".89","1.37","1.08","60.19","-22.45"
"02/01/2017","1.80","1.80",".38","6.0",".24",".90","1.38","1.08","59.66","-33.75"
"02/02/2017","1.80","1.80",".38","6.2",".26",".91","1.40","1.09","59.17","-23.21"
"02/03/2017","1.81","1.81",".39","5.4",".28",".92","1.41","1.09","59.30","56.62"
"02/06/2017","1.82","1.82",".40","5.5",".31",".93","1.42","1.10","59.15","4.81"
"02/07/2017","1.82","1.82",".42","5.3",".33",".93","1.43","1.10","58.93","-17.79"
"02/08/2017","1.82","1.82",".43","5.8",".35",".94","1.44","1.11","58.75","-6.07"
"02/09/2017","1.83","1.83",".45","5.1",".38",".95","1.45","1.12","59.04","32.15"
"02/10/2017","1.84","1.84",".47","4.8",".40",".96","1.47","1.13","59.51","82.04"
"02/13/2017","1.86","1.86",".49","4.5",".44",".97","1.49","1.14","60.24","88.83"
"02/14/2017","1.88","1.88",".51","4.2",".47",".98","1.51","1.15","61.11","72.72"
"02/15/2017","1.90","1.90",".53","4.8",".50",".98","1.53","1.16","62.17","76.83"
"02/16/2017","1.92","1.92",".56","5.4",".54",".99","1.55","1.18","62.94","33.19"
"02/17/2017","1.93","1.93",".60","6.0",".57","1.00","1.57","1.19","63.64","6.37"
"02/21/2017","1.96","1.96",".64","5.7",".61","1.01","1.58","1.21","64.64","57.27"
"02/22/2017","1.98","1.98",".69","5.9",".65","1.02","1.59","1.22","65.30","19.96"
"02/23/2017","2.00","2.00",".75","6.2",".68","1.02","1.60","1.23","65.75","16.38"
"02/24/2017","2.01","2.01",".81","6.4",".72","1.03","1.61","1.25","66.17","7.27"
"02/27/2017","2.03","2.03",".90","6.5",".75","1.03","1.62","1.26","66.61","25.91"
"02/28/2017","2.05","2.05","1.00","7.6",".78","1.04","1.63","1.27","66.59","-31.65"
"03/01/2017","2.07","2.07","1.00","7.6",".82","1.04","1.64","1.29","67.52","12.88"
"03/02/2017","2.09","2.09","1.01","7.6",".86","1.04","1.65","1.31","67.74","-70.72"
"03/03/2017","2.11","2.11","1.01","6.5",".89","1.04","1.66","1.32","67.87","-66.87"
"03/06/2017","2.12","2.12","1.02","5.9",".92","1.04","1.66","1.33","67.59","-127.36"
"03/07/2017","2.14","2.14","1.03","5.7",".95","1.04","1.67","1.34","67.00","-178.70"
"03/08/2017","2.14","2.14","1.04","6.2",".97","1.03","1.68","1.35","66.20","-231.04"
"03/09/2017","2.15","2.15","1.05","6.7",".99","1.02","1.68","1.35","65.41","-266.07"
"03/10/2017","2.16","2.16","1.06","6.8","1.02","1.01","1.69","1.36","64.87","-183.56"
"03/13/2017","2.17","2.17","1.07","6.4","1.04","1.00","1.70","1.37","64.40","-133.84"
"03/14/2017","2.17","2.17","1.08","6.8","1.06",".99","1.71","1.38","63.64","-169.30"
"03/15/2017","2.18","2.18","1.09","6.9","1.09",".98","1.73","1.39","63.58","-39.75"
"03/16/2017","2.19","2.19","1.09","6.6","1.11",".97","1.75","1.39","63.36","-21.52"
"03/17/2017","2.20","2.20","1.10","6.3","1.13",".97","1.76","1.40","63.03","6.30"
"03/20/2017","2.20","2.20","1.11","6.2","1.14",".96","1.77","1.41","62.48","-24.98"
"03/21/2017","2.19","2.19","1.11","7.4","1.14",".95","1.77","1.41","60.88","-113.24"
"03/22/2017","2.18","2.18","1.12","8.3","1.15",".94","1.77","1.41","59.53","-91.17"
"03/23/2017","2.18","2.18","1.13","9.3","1.15",".93","1.78","1.40","58.28","-36.06"
"03/24/2017","2.17","2.17","1.13","9.7","1.15",".92","1.78","1.40","57.08","-28.37"
"03/27/2017","2.16","2.16","1.13","9.6","1.14",".92","1.78","1.40","55.92","-26.95"
"03/28/2017","2.15","2.15","1.13","8.4","1.15",".91","1.79","1.40","55.42","46.19"
"03/29/2017","2.15","2.15","1.14","7.6","1.15",".90","1.79","1.40","55.05","81.59"
"03/30/2017","2.15","2.15","1.14","6.8","1.16",".90","1.80","1.40","54.93","98.31"
"03/31/2017","2.14","2.14","1.14","7.5","1.16",".90","1.80","1.41","54.67","108.07"
"04/03/2017","2.14","2.14","1.14","8.2","1.16",".90","1.81","1.41","54.20","70.20"
"04/04/2017","2.13","2.13","1.14","8.0","1.16",".90","1.81","1.40","53.78","56.52"
"04/05/2017","2.12","2.12","1.14","8.6","1.16",".90","1.81","1.40","53.08","-4.55"
"04/06/2017","2.11","2.11","1.14","8.5","1.16",".90","1.81","1.40","52.67","68.11"
"04/07/2017","2.10","2.10","1.14","9.0","1.15",".90","1.81","1.40","52.23","44.24"
"04/10/2017","2.10","2.10","1.14","10.0","1.15",".90","1.81","1.40","51.89","83.82"
"04/11/2017","2.09","2.09","1.14","11.9","1.15",".90","1.80","1.40","51.54","100.72"
"04/12/2017","2.07","2.07","1.14","13.8","1.14",".91","1.80","1.39","50.84","24.04"
"04/13/2017","2.05","2.05","1.14","15.3","1.13",".91","1.79","1.38","49.68","-49.47"
"04/17/2017","2.04","2.04","1.14","14.8","1.12",".91","1.79","1.38","49.31","24.13"
"04/18/2017","2.03","2.03","1.14","14.5","1.11",".91","1.78","1.37","48.79","7.56"
"04/19/2017","2.01","2.01","1.13","13.9","1.10",".91","1.78","1.37","48.26","-11.07"
"04/20/2017","2.00","2.00","1.13","13.3","1.10",".91","1.77","1.36","48.37","47.73"
"04/21/2017","1.99","1.99","1.13","13.4","1.09",".91","1.77","1.36","48.23","21.29"
"04/24/2017","1.99","1.99","1.13","10.4","1.09",".92","1.77","1.36","48.90","72.59"
"04/25/2017","1.99","1.99","1.13","7.9","1.10",".92","1.77","1.36","49.94","106.99"
"04/26/2017","1.99","1.99","1.13","5.8","1.11",".92","1.77","1.37","50.84","105.74"
"04/27/2017","1.99","1.99","1.13","5.1","1.11",".92","1.77","1.37","51.63","81.74"
"04/28/2017","1.99","1.99","1.13","5.0","1.11",".92","1.76","1.37","52.06","26.50"
"05/01/2017","1.99","1.99","1.13","4.1","1.12",".92","1.75","1.37","52.56","34.53"
"05/02/2017","1.99","1.99","1.13","4.2","1.12",".92","1.75","1.38","53.00","21.86"
"05/03/2017","1.99","1.99","1.13","4.0","1.13",".92","1.74","1.38","53.19","-18.91"
"05/04/2017","1.99","1.99","1.13","4.0","1.13",".92","1.73","1.38","53.33","-66.93"
"05/05/2017","1.99","1.99","1.13","3.9","1.14",".91","1.72","1.38","53.77",".71"
"05/08/2017","1.99","1.99","1.13","3.2","1.14",".90","1.71","1.39","54.07","-22.31"
"05/09/2017","1.99","1.99","1.13","2.9","1.14",".90","1.70","1.39","54.23","-48.08"
"05/10/2017","1.99","1.99","1.13","2.7","1.15",".89","1.70","1.39","54.47","-4.68"
"05/11/2017","1.98","1.98","1.13","3.2","1.15",".88","1.68","1.39","54.45","-47.85"
"05/12/2017","1.98","1.98","1.13","3.6","1.15",".87","1.67","1.39","54.25","-68.08"
"05/15/2017","1.98","1.98","1.13","3.6","1.16",".87","1.66","1.39","54.43","8.68"
"05/16/2017","1.98","1.98","1.13","3.8","1.16",".86","1.65","1.39","54.50","-15.52"
"05/17/2017","1.96","1.96","1.12","8.0","1.14",".85","1.63","1.39","53.14","-107.60"
"05/18/2017","1.94","1.94","1.12","10.5","1.12",".83","1.61","1.38","52.18","-96.82"
"05/19/2017","1.94","1.94","1.11","10.9","1.11",".82","1.60","1.38","51.82","-15.81"
"05/22/2017","1.93","1.93","1.10","8.3","1.11",".81","1.59","1.38","51.89","34.11"
"05/23/2017","1.93","1.93","1.09","6.2","1.10",".80","1.58","1.38","52.04","49.83"
"05/24/2017","1.93","1.93","1.08","5.0","1.10",".79","1.58","1.38","52.33","55.47"
"05/25/2017","1.93","1.93","1.07","4.2","1.10",".78","1.57","1.38","52.85","47.03"
"05/26/2017","1.93","1.93","1.05","3.6","1.10",".77","1.56","1.38","53.29","40.14"
"05/30/2017","1.93","1.93","1.03","3.8","1.10",".76","1.55","1.38","53.49","-8.66"
"05/31/2017","1.93","1.93","1.00","4.0","1.10",".75","1.55","1.39","53.62","-15.72"
"06/01/2017","1.93","1.93","1.00","3.8","1.10",".74","1.56","1.39","54.38","74.65"
"06/02/2017","1.94","1.94","1.00","3.5","1.11",".73","1.56","1.40","55.28","80.51"
"06/05/2017","1.95","1.95","1.00","3.2","1.12",".72","1.57","1.40","55.87","23.32"
"06/06/2017","1.95","1.95",".99","3.7","1.12",".71","1.57","1.40","56.14","-2.60"
"06/07/2017","1.95","1.95",".99","3.9","1.12",".71","1.58","1.41","56.44","-16.91"
"06/08/2017","1.95","1.95",".99","3.9","1.13",".70","1.58","1.41","56.76","2.43"
"06/09/2017","1.96","1.96",".99","4.1","1.13",".69","1.59","1.41","56.95","28.39"
"06/12/2017","1.96","1.96",".99","4.9","1.13",".69","1.58","1.42","57.00","19.32"
"06/13/2017","1.96","1.96",".98","4.9","1.13",".69","1.59","1.42","57.37","69.21"
"06/14/2017","1.96","1.96",".98","5.3","1.13",".69","1.59","1.42","57.53","40.18"
"06/15/2017","1.96","1.96",".98","5.1","1.13",".69","1.59","1.42","57.42","-10.31"
"06/16/2017","1.96","1.96",".98","5.1","1.13",".68","1.59","1.42","57.27","4.33"
"06/19/2017","1.96","1.96",".98","4.7","1.14",".68","1.60","1.43","57.70","33.44"
"06/20/2017","1.96","1.96",".97","5.1","1.14",".68","1.60","1.43","57.48","-44.71"
"06/21/2017","1.96","1.96",".97","5.3","1.13",".67","1.61","1.43","57.17","-91.79"
"06/22/2017","1.96","1.96",".97","5.4","1.13",".67","1.61","1.43","56.85","-62.58"
"06/23/2017","1.96","1.96",".96","4.8","1.13",".66","1.62","1.43","56.70","-6.96"
